211,215,216
187,5,4
243,195,1
46,46,44
177,159,109
37,96,174
101,101,101
84,42,20
146,146,146
44,161,82
36,61,102
215,125,39
117,155,130
156,112,77
236,148,196
108,36,48
139,59,122
134,108,199
151,187,63
115,151,201
96,160,187
138,96,159
